"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"altitude",">","language diversity","","","","statistical","","","Bentz2018"
"longitude",">","language diversity","","","","statistical","","","Bentz2018"
"latitude",">","language diversity","","","","statistical","","","Bentz2018"
"climate",">","language diversity","","","","statistical","","","Bentz2018"
"distance to water",">","language diversity","","","","statistical","","","Bentz2018"
"population size",">","language diversity","","","","statistical","","","Bentz2018"
