"","TODO","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Test","Stat","Confirmed","Languages","Species","Confidence","Notes","General.description"
"73","","evolang11_146","action planning",">","syntax: hierarchical processing","pos","","syntax","preadaptation","review","neuroscience","","","","","","","",""
"74","","evolang11_146","action planning",">","music","pos","","syntax","preadaptation","review","neuroscience","","","","","","","",""
"75","","evolang11_146","motor control",">","syntax: hierarchical processing","pos","","syntax","preadaptation","review","neuroscience","","","","","","","",""
"76","","evolang11_146","sensory-motor integration",">","syntax: hierarchical processing","pos","","syntax","preadaptation","review","neuroscience","","","","","","","",""
"77","","evolang11_146","motor control",">","music","pos","","syntax","preadaptation","review","neuroscience","","","","","","","",""
"78","","evolang11_146","sensory-motor integration",">","music","pos","","syntax","preadaptation","review","neuroscience","","","","","","","",""
