"","Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"1","rapidity of fading",">","combinatorial structure","pos",NA,"cultural evolution","experiment","yes",NA,"galantucci2010effects"
