"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"contact: language",">","morphological irregularity",NA,NA,"language change","statistical",NA,"The study compares grammatical complexity of three German varieties which vary in terms of their degree of language contact vs. relative isolation.","maitz_2014"
"contact: language",">","inflectional syntheticity",NA,NA,"language change","statistical",NA,"The study compares grammatical complexity of three German varieties which vary in terms of their degree of language contact vs. relative isolation.","maitz_2014"
