Var1,Relation,Var2,Cor,Topic,Stage,Type,Confirmed,Notes,bibref
pointing,>,pointing strategy,pos,,cultural evolution,,,,roberts2025arena
division of labour,>,need for communication,pos,,cultural evolution,experiment,,,roberts2025arena
asymmetry of information,>,need for communication,pos,,cultural evolution,experiment,,,roberts2025arena
need for communication,>,symbolic referential signals,pos,,cultural evolution,experiment,,,roberts2025arena
need for communication,>,pointing strategy,pos,,cultural evolution,experiment,,,roberts2025arena
pointing strategy,>,cost of establishing communication system,pos,,cultural evolution,experiment,,,roberts2025arena
pointing strategy,>,symbolic referential signals,neg,,cultural evolution,experiment,,,roberts2025arena
cost of establishing communication system,>,symbolic referential signals,neg,,cultural evolution,experiment,,,roberts2025arena
contextually distal referent,>,pointing strategy,neg,,cultural evolution,experiment,,,roberts2025arena
