"","TODO","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Test","Stat","Confirmed","Languages","Species","Confidence","Notes","General.description"
"238","","evolang11_28","theory of mind: level 2",">>","teaching","","","cultural transmission","preadaptation","hypothesis","","","","","","","","Teaching ( ToM - 2 ) is the intentional conferring of knowledge to a conspecific. The author argues that it requires theorizing that another is capable of thinking about the teacher’s thoughts.",""
