"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"adult language learners",">","paradigmatic phonological complexity","","","language change","qualitative","","The author argues that language contact led to simplification of phonological contrasts, but not of the inflectional system of the Greek variety spoken in the ancient Pamphylia.","skelton_2017"
