"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"handedness","~","brain: hemispheric specialisation","pos","","preadaptation","hypothesis","none","","meguerditchian2013origins"
"brain: hemispheric specialisation","~","complex motor tasks","pos","","preadaptation","hypothesis","none","","meguerditchian2013origins"
"complex motor tasks",">","handedness","pos","","preadaptation","experiment","none","based on observational studies in primates","meguerditchian2013origins"
"gesture: hand gesturing",">","handedness","pos","","preadaptation","hypothesis","none","","meguerditchian2013origins"
"brain: hemispheric specialisation",">","gestural communication","none","","preadaptation","hypothesis","none","","meguerditchian2013origins"
"handedness","~","gestural communication","none","","preadaptation","","none","observation on great apes","meguerditchian2013origins"
