"","Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"1","physical terrain: oceanic barrier",">","language diversity","pos","population dynamics","language change","statistical","none",NA,"lee2014oceanic"
