"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"monogamous mating","~","song","none","","none","review","none","associated with the evolution of song in non-human primates","evolang12Gamba"
"territory defense","~","song","none","","none","review","none","associated with the evolution of song in non-human primates","evolang12Gamba"
"cooperation",">>","vocal communication","none","Cooperation","none","review","none","The paper suggests that for vocal communication to evolve, there must have been a need for cooperation","evolang12Gamba"
"sound combination",">>","vocal communication","none","","none","review","none","Sound combination is a prerequisite of vocal communication","evolang12Gamba"
"song",">","language","none","","none","hypothesis","none","hypothesis originated by Darwin","evolang12Gamba"
"song",">","identity transmission","none","","none","experiment","none","non-human primate song varies between individuals, it has identity markers","evolang12Gamba"
"song",">","information transmission","none","","none","experiment","none","Songs used in different contexts have different acoustic markers","evolang12Gamba"
