"","TODO","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Test","Stat","Confirmed","Languages","Species","Confidence","Notes","General.description"
"220","","evolang11_73","functional flexibility",">","?","pos","","vocalisation","preadaptation","observation","","","","","","bonobo","?","functional flexibility, the capacity to produce vocalizations independent of a fixed function in order to express a full range of emotional content across different situations (Griebel & Oller, 2008)",""
