"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"group boundary formation",">","language range","pos","","language change","statistical","yes","At a global scale and in five of the six regions examined, language- range extent and language-range area are strongly correlated with language richness. ","GavinStepp2014"
"group boundary formation",">","language area","pos","","language change","statistical","yes","At a global scale and in five of the six regions examined, language- range extent and language-range area are strongly correlated with language richness. ","GavinStepp2014"
"latitude",">","group boundary formation","neg","","language change","statistical","none","Our results point to group boundary formation as a critical mediator of the relationship between Rapoport’s rule and diversity patterns.","GavinStepp2014"
