"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"climate: temperature",">","genetic selection: heat dissipation","pos","","","","","","wheeler1985loss"
"genetic selection: heat dissipation",">","bipedalism","pos","","","","","","wheeler1985loss"
"genetic selection: heat dissipation",">>","brain size: neocortex","pos","","","","","","wheeler1985loss"
