"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"lexicon:vagueness",">","lexicon:rate of cognate gain","pos","","language change","statistical","none","","franco_concept_2019"
"lexicon:salience",">","lexicon:rate of cognate gain","neg","","language change","statistical","none","","franco_concept_2019"
"lexicon: valence",">","lexicon:rate of cognate gain","none","","language change","statistical","none","","franco_concept_2019"
