"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"contact: language: long-term, bilingual",">","dialect divergence","pos","bilingualism","language change","experiment","yes","long term contact causes divergence in the lexicon, even though it may also cause convergence in other parts of the language ""Although we do not deny the role of social factors, in this article we argue that the effects of social pressures on linguistic systems must nevertheless be realised in how language is processed in the individual bilingual speaker - and therefore tat lexical divergence, like convergence of structure, is also ultimately rooted in bilingual cognition.""","ellison2017language"
