"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","","bibref"
"self-domestication",">","syntactic complexity","neg","syntax","preadaptation","other","none","The process by which song complexity emerged in domesticated [Bengalese Finches] might suggest a similar process in human language evolution.","","okanoya2015evolution"
