"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"iconicity",">","communication","pos","","preadaptation","hypothesis","yes","","fay2014creating"
"modality",">","iconicity","none","","preadaptation","hypothesis","no","","fay2014creating"
"modality",">","communication","pos","","preadaptation","experiment","yes","","fay2014creating"
"modality",">","sign alignment","pos","","preadaptation","experiment","yes","","fay2014creating"
"iconicity",">","sign alignment","pos","","coevolution","hypothesis","no","","fay2014creating"
"sign alignment",">>","communication","pos","","preadaptation","logical","yes","","fay2014creating"
