"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"contact: population",">","cultural complexity: institutions","pos","Cultural evolution","cultural evolution","model","none","","creanza2017greater"
"migration",">","cultural complexity: institutions","pos","Cultural evolution","cultural evolution","model","none"," inter-population migration increases cultural complexity","creanza2017greater"
