"","TODO","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Test","Stat","Confirmed","Languages","Species","Confidence","Notes","General.description"
"244","","evolang11_34","teaching",">","transmission error","","","cultural transmission","preadaptation","stone tool knapping","","","","","","","","",""
