"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"bilingualism",">","loanword phonological adaptation","neg","","language change","model","yes","","crawford08"
"bilingualism",">","misperception of non-native phonology","neg","","language change","hypothesis","none","","crawford08"
"misperception of non-native phonology",">","loanword phonological adaptation","pos","","language change","hypothesis","none","","crawford08"
