"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"population connectivity",">","innovation","n-m","","cultural evolution","statistical","none","This paper explores the interrelationship between innovation idea quality and network connectivity","bjork2009good"
