"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"conventionalisation",">","combinatorial structure","pos","","cultural evolution","experiment","yes","","roberts2012emergence"
"number of meanings",">","combinatorial structure","pos","","cultural evolution","experiment","no","","roberts2012emergence"
