"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"noise",">>","combinatorial structure","pos","","cultural evolution","model","yes","","spike2016minimal"
"cultural selection: expressivity",">>","combinatorial structure","pos","","cultural evolution","model","yes","","spike2016minimal"
"noise",">>","compositional structure","pos","","cultural evolution","model","yes","","spike2016minimal"
"cultural selection: expressivity",">>","compositional structure","pos","","cultural evolution","model","yes","","spike2016minimal"
"combinatorial structure",">>","duality of patterning","pos","","cultural evolution","model","yes","","spike2016minimal"
"compositional structure",">>","duality of patterning","pos","","cultural evolution","model","yes","","spike2016minimal"
