"","TODO","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Test","Stat","Confirmed","Languages","Species","Confidence","Notes","General.description"
"237","","evolang11_27","theory of mind: level 1",">>","immitation","","","cultural transmission","preadaptation","review","","","","","","","","Imitation ( ToM - 1 ) is process - oriented , and cop ies a conspecific’s behaviour in order to produce a goal (Tomasello , 1996). It requires theorizing a relationship between the intended a ctions and goal. ",""
