"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"predation risk",">","syntax","pos","","preadaptation","qualitative","yes","""Most animals have a restricted repertoire of calls, with innate and structurally fixed vocalizations. Combining existing calls into meaningful sequences increases the variety of messages that can be generated6,7,8,9,10. The simple system used by putty-nosed monkeys encodes the presence of different types of danger and triggers group movement with just two basic call types.""","arnold2006language"
