"X","TODO","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Test","Stat","Confirmed","Languages","Species","Confidence","Notes","General.description"
209,NA,"evolang11_203","laughter",">","signal: indirectness","pos",NA,"Phonetics;Phonology","coevolution","experiment","rating",NA,NA,NA,"English",NA,NA,NA,NA
210,NA,"evolang11_203","laughter",">","signal: playfulness","pos",NA,"Phonetics;Phonology","coevolution","experiment","rating",NA,NA,NA,"English",NA,NA,NA,NA
