"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"genetic distance","~","linguistic distance","pos","","language change","statistical","none","genetic distance from STRs and SNPs; linguistic distance from 62 syntax variables","colonna2010long"
"genetic distance","~","physical distance","pos","","language change","statistical","none","","colonna2010long"
