"","TODO","bibref","Var1","Relation","Var2","Cor","Process","Topic","Stage","Type","Subtype","Test","Stat","Confirmed","Languages","Species","Confidence","Notes","General.description"
"243","","evolang11_33","immitation",">","transmission error","","","cultural transmission","preadaptation","stone tool knapping","","","","","","","","",""
