"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"social distance",">","generosity in dictator game","neg","","none","experiment","none","As social distance reduces (the dictator is told the last name of recipient), dictators become more generous","charness2008s"
"social distance","/>","generosity in ultimatum game","none","","none","","none","","charness2008s"
